ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
4254,Trip Advisor,Trishala Saxena,5/20/2017,NA,"It is a beautifully constructed temple, the area of the temple is so huge. Just loved the culture there of darshan and chanting both... Blissful experience.",5,POSITIVE
4255,Trip Advisor,Trishna Mistri,5/26/2017,NA,"The place full of divine energy ..feel like blissful , peaces mind , presence of lord Krishna. feel like meditate grear experience everyone should visit once.Hare Krishna..",5,POSITIVE
4256,Trip Advisor,TrishSabby,3/15/2017,Serenity Guaranteed,One of the most wonderfully managed and beautifully built Iskcon Temples that I have ever visited... It is a must visit for ever traveler visiting Bangalore,5,POSITIVE
4257,Google + HK HILL,trksitar,7/29/2013,Height of prayers !,"Visit here for some clean good veg meals, snacks and go round the beautiful structure and enjoy the chanting",4,POSITIVE
4258,Google + HK HILL,trpathi,10/29/2014,Temple,This is very pleasent temple in Banglore and every body must visit to this temple if he is visiting to Bangalore. Visited October 2014,5,POSITIVE
4259,Google + HK HILL,Trupti Pant,4/24/2014,,"We visited on Wednesday with family and it was great place. Beautiful, reach, managed place for dev darshan. When you come down after darshan there are many shops for food, refreshments, handicrafts and show item. Food quality is v good clean and testy. No one ask for donations, do where it needed.",4,POSITIVE
4260,Google + HK HILL,Trusal Ghadiya,3/12/2017,NA,Very good clean temple i think all over India. In cleanness first is somnath and than it.,4,POSITIVE
4261,Trip Advisor,Trusartta Kumar Mahanta,10/11/2016,NA,Very calm and quiet and clean place...,5,POSITIVE
4262,Google + HK HILL,Ts Anantmurthy,5/30/2015,,"This is my favourite temple in bangalore. Lord radha krishna chandra, sri sri srinivasa govinda, sri sri prahlad nars?",5,POSITIVE
4263,Trip Advisor,TSANAND1976,5/28/2016,ISKCON TEMPLE BANAGLORE,"Very beautifully built temple. The place is very near to orion mall, hence one can park his car there and then go walking to this place. Siting in the main hall on top is a good place for meditation. weekends may be crowded, hence better to visit on weekdays. The variety of snacks offered at a cost as Prasads are also very good. The house of the Supreme Lord is always open to all to seek his blessings.",5,POSITIVE
4264,Trip Advisor,tufan atha,6/22/2017,NA,Spiritual and refreshing... Full of peace...,5,POSITIVE
4265,Trip Advisor,tulika b,1/23/2014,beautiful place,i have been to nearly all the iskcon temples in india. they all have beautiful atmosphere but the one in bangalore tops to no 1 position . its so beautiful with magnificient architecture . it is nicely maintained by the management . the stais can b a little tiring but at the end the result is so fruitful . Ty visiting it duing their evening puja time its amazing to see . the view from above is beautiful,5,POSITIVE
4266,Google + HK HILL,turare,7/29/2016,Nice Temple,"Nicely maintained temple, very good ambience and clean area, many food counters, great place to visit while in Bangalore",4,POSITIVE
4267,Trip Advisor,Tushant P,2/20/2017,Beautiful Architecture,"When you live in Bangalore, this seems to be the first place that comes to mind when someone asks a place they can visit. The buildings are beautiful, you can have some peace and quiet and the temple showcases life of Lord Krishna in various ways. You can buy a lot of stuff (clothes, memorabilia) which seems to be at a fair price. Try to wear decent clothing ( no shorts). Don't worry if you do walk in shorts. The temple folks will rent clothes for Rs. 20 only.",5,POSITIVE
4268,Google + HK HILL,Tushar Gupta,7/30/2017,NA,I love this temple excellent place to visit,5,POSITIVE
4269,Trip Advisor,Tushar M,6/23/2017,A religious visit,A Nice heartwarming place to visit. And also the prasad is great here. Great to be religious sometimes,5,POSITIVE
4270,Trip Advisor,Tushar Sharma,10/17/2016,NA,"Big Radhe Krishna Temple, great paintings, and sculptures. The God's idols are beautiful. A nice book, eating and mer...",4,POSITIVE
4271,Trip Advisor,tushartraveller,1/5/2015,EXCELLENT TEMPLE,"One of the best ISKCON temple, pretty well maintained, peaceful place, sweets and snacks are also available in temple premises, one can also shop for Radha Krishna photo frames and other handicrafts.",5,POSITIVE
4272,Google + HK HILL,tutyssk,2/24/2015,turning point happened to me when i purchase the dvd of bhagavat gita as it is,"this is my first visit to ISKCON Sri Radha Krishna-Chandra Temple Hare Krishna Hill, Chord Road | Rajajinagar, Bengaluru (Bangalore) 560010, India, i worshiped satisfically, the painting at radha krishna temple is excellent and the location also very pleasent, i bought an tamil dvd of bagavat gita as it is (running for 9 hrs ) hare krishna hare krishna krishna krishna hare hare hare rama hare rama rama rama hare hare",5,POSITIVE
4273,Facebook,TVREDDY02,11/8/2014,PLACE TO SEE,AS per the norms of the ISKCON the place is kept very neat and tidy. Worth for a peaceful area and soul searching. Can spend 3-4 hours worth going in afternoon in order to avoid the rush,5,POSITIVE
4274,Facebook,Uber India,7/16/2016,NA,Good temple,5,POSITIVE
4275,Trip Advisor,Uday Bhanu Adusumilli,2/19/2017,NA,Nice place...please visit with the family in the evening hours...it gives immense pleasure....definitely do chant...hare rama hare rama rama rama hare hare.....hare krishna hare krishna krishna krishna krishna hare hare for 108 times...stay blessed!!!,5,POSITIVE
4276,Trip Advisor,Uday Bhaskar,1/1/2017,NA,Who are we to rate that Heaven like place. But still if you want me to say I would say that was a life time experience.,5,POSITIVE
4277,Google + HK HILL,udaysingh2015,3/17/2015,Temple with greatness and peace,"Temple has got very disciplined qued system of Darshan with Ram ram hare hare..... wich give very concentrated move to God temple with unique experience. Prasadam is available in the temple. There are several shop, visitor can shop anything for memories of this temple. Parking facility is available. It is connected from main road. Public transport is also available to go to this temple from bengaluru bus stop or railway stations.",5,POSITIVE
4278,Trip Advisor,UdhayakumarG,10/5/2015,Shopping Mall and Restaurant,"Though it is a spiritual place, it is more like a tourist spot and a shopping mall. Don't understand, this one is for devoting us to Lord Krishna or a business center.",3,NEGATIVE
4279,Trip Advisor,udit peshkar,6/10/2017,NA,Nice place for all devotional people,5,POSITIVE
4280,Trip Advisor,udit2000,11/6/2014,Heavenly abode,looking for nirvana.... visit ISKCON. Excellent location and arrangements. clean and serene atmosphere. feel closer to HIM,5,POSITIVE
4281,Trip Advisor,udyzzz,9/11/2015,?Must visit for anyone visiting Bangalore?,"The Iskcon temple is located near to the Yeshwantpur station. It can be reached by any of the public transport local train, metro, bus. The place is very well maintained and clean. The inside ambience is amazing. The main temple is spectacular. Pro TIPs: * Go early in the morning if you want to see the aarti. * Free Khichdi can be taken multiple times. Dont feel shy to ask. They do not say NO :) * Photography inside the main temple is not allowed so do not try to take picture, you may end up getting scolded by the priests who are normally very smiling :)",4,POSITIVE
4282,Trip Advisor,ujjvalparnandi,8/9/2015,?Beautiful Temple one of the most beautiful once that I have seen?,"Beautiful Temple one of the most beautiful once that I have seen, but highly commercialised, after you see the main deity, there is a whole queue full of stalls that try to tempt you into buying all sorts of things. I dont know if all ISKCON temples are like this or not but this one is. They seem to have a special queue for the ""Members"" of ISKCON, Not sure how that works. http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r297086055-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#",4,MIXED
4283,Google + HK HILL,Ujjwal S,8/24/2016,Awesome temple.. really grand and peaceful,"Temple is having lots of steps.. and is really grand.. cameras are not allowed.. Its very peaceful inside.. the ceiling has paintings of lord krishna's childhood on it.. which are mesmerizing .. its easy to reach withing bangalore.. There are shops inside selling lots and lots of artefacts, idols, etc.. really a must visit.. do take ur parents wth u..",5,POSITIVE
4284,Google + HK HILL,UjjwalArora,8/26/2015,?Must Visit Place?,"Whenever you are feeling low...just visit this place. This place is beautifully made, very clean and very well organized as well. Jai Shi Krishna.",5,POSITIVE
4285,Google + HK HILL,Ujval Neotia,3/21/2017,NA,"Great place for worship , very well maintained . Have a wide range of delicacies too. Do try out higher taste their a",4,POSITIVE
4286,Trip Advisor,Ujwal Kumar,12/12/2014,,one of the best temple in bangalore......,5,POSITIVE
4287,Google + HK HILL,Ujwala potluri,2/25/2017,NA,Love this place!,5,POSITIVE
4288,Trip Advisor,ulagabala8760368684,8/16/2016,Wonderfull place to visit in Bangalore,Peaceful place to visit and I like to spend time there. You can enjoy the metro as well nearby. Wonderfull expierience last time,5,POSITIVE
4289,Trip Advisor,umadevi hoskote,6/1/2017,NA,Nice place to get darshan of Lord krishna,5,POSITIVE
4290,Trip Advisor,umashankr,2/18/2015,Soothing calm serene devotional place,The iskon temple is one of its kind. You never get tired also after waiting for so long in the queue for the Darshan. The Prasadam is so delicious and hyginic. Can sit there for hours and chant Hare Rama Hare Krisha .,4,POSITIVE
4291,Trip Advisor,umesh mr,5/11/2017,NA,We loved to visit every time. Nice Krishna deity's,5,POSITIVE
4292,Google + HK HILL,UmeshkumarKotian,11/23/2015,Very peaceful and beautiful,"One of the best ISKCON temples I have been to with a peaceful environment. As always, the prasad is something we all look forward to.",4,POSITIVE
4293,Facebook,UmeshRao,1/27/2017,Esoteric Higher Taste,"One of the cleanest and most orderly temples I have ever visited. People are very courteous. What many visitors are unaware of is that they serve the tastiest meal - in a buffet style, both for lunch and dinner. Aptly termed ""Higher Taste"", the food is purely vegetarian and devoid of Onion and Garlic. We have visited the place several times and our sole regret - each time - was that we could eat only so much. The food is 'out-of-this-World'.",5,POSITIVE
4294,Trip Advisor,UNIVERSAL TOURISM CONSULTANTS UTC,6/17/2017,NA,"Very Beautiful Temple. Chant God Mahamantra daily: ""Hare Rama Hare Rama Rama Rama Hare Hare Hare Krishna Hare Krishna Krishna Krishna Hare Hare"" & be happy",5,POSITIVE
4295,Trip Advisor,Unni Tc,4/23/2017,NA,One of the most beautiful temples I have ever seen. more aesthetic than a spiritual experience.,5,POSITIVE
4296,Trip Advisor,unni1961,12/14/2014,Worth for one visit,"Located on a hill top the architecture is fairly good , but does not invoke any divine feelings though.Many steps to climb up and looks more artificial , organised place ,crowded during week ends .Worth for a single visit.",3,MIXED
4297,Trip Advisor,UNSAS,8/18/2016,Holy place,"It is one of the largest ISKCON temples in the world.The temple is a huge cultural complex that was inaugurated in 1997. There is a gold-plated dhwaja-stambha (56 ft) high and a gold plated kalash shikara (28 ft) high. There is free distribution of Sri Krishna prasadam to all visitors during the darshana hours.During my visit I got veg pongal as prasadam and stamp size photo of Lord krishna. ISKCON Bangalore has six shrines: 1.Radha-Krishna. 2.Krishna Balrama. 3.Nitai Gauranga (Chaitanya Mahaprabhu and Nityananda). 4.Venkateswara 5.Prahlada Narasimha. 6.Srila Prabhupada. The exit way after the Darshan from the main temple leads through a series of shops that offer books on Sri Krishna in all the possible Indian languages. Various shops which offer astonishing range of merchandise can also been seen giving away bags,pencils,compact discs,rings,cloths and many other things all having a mark or a photo of Sri Krishna.Apart from these things, there are various shops which provide eatables of large varieties including laddoo, cheese cake,samosa,milk shakes,pakoda,rice bath..... The overall view of these markets provide everything that a devotee visiting a temple would need. Temple is very well maintained. Must visit, multiple times. Had a great experience God bless Hare krishna hare krishna. ......",5,POSITIVE
4298,Google + HK HILL,uresh T,7/11/2017,Mesmerize yourselves,Attend the main pooja which happens around 7.30 PM to 8.30 PM which will mesmerize you! Other deity on the way uphill will only reflect the rich heritage of India! The temple is maintained neat and clean.,5,POSITIVE
4299,Trip Advisor,uriel1961,3/1/2017,"Nice temple ""","This is the biggest temple in Bangalore, most famous with the Buddha and Hare Krishna prayers, there are many pray stations and all the people must follow the stations and it's a long time to do all the way. For me it was not so great but it was quite nice... I think that if you not have the time you can skip on that.",5,POSITIVE
4300,Google + HK HILL,urvash saxena,7/29/2017,NA,Beautiful temple Good infrastructure Good view Quiet and Peace full environment Huge temple HARIBOL HARE KRISHNA HARE KRISHNA KRISHNA KRISHNA HARE HARE HARE RAM HARE RAM RAM RAM HARE HARE,5,POSITIVE
4301,Trip Advisor,Urviii,9/17/2014,meet your soul,i dont have much words to describe... but u will meet your soul when inside iskcon.... its a wonderful experience. Visited October 2013,5,POSITIVE
4302,Trip Advisor,Usha Bharathi Siragam,7/17/2017,NA,Serene place to enjoy in the lap of God,5,POSITIVE
4303,Trip Advisor,usha m,6/9/2016,Iskon temple.......it's more of a commercial hub ....gives a feel of a mall more than a place of worship,Well kept temple ....clean surroundings..but they make us to visit all unwanted shops selling books mementoes and a large food section..I feel they can have a direct exit to people who do not want all this... flower and offerings are not offered to the deity .it's best not to carry them...it's just a waste of money.....there is a veg restaurant in the premises and I felt only the name is higher taste ......the prasada is really tasty and always distributed piping hot...and it's free of cost.....overall experience is good and one can visit once...one of the good places in bengaluru,4,MIXED
4304,Trip Advisor,usha_cmc,6/28/2016,Lovely Dharshan,Had a great dharshan at ISKCON temple. Amazing arrangements for the devotees by the temple trustees.,5,POSITIVE
4305,Google + HK HILL,Ushasivadas,1/17/2015,Clean and peaceful,"Very orderly system and we could worship peacefully in a clean, pious and serene atmosphere and surroundings.",4,POSITIVE
4306,Google + HK HILL,uspatel,2/20/2015,great spiritual place........,"This was the first destination taken up by our bangaluru darshan bus booked via seabird. The place is great but inside photograhy is not allowed though it offers enough scope from outside. You can sit in the main hall which is all laminated with golden metal from inside. Lots of spiritual books, calander, diaries and toys for children can be purchased. A must visit point in banagaluru.",4,POSITIVE
4307,Facebook,Utkarsh Bhat,7/31/2015,,Unexplainable,5,POSITIVE
4308,Trip Advisor,Uttam Birthday Bose,7/30/2017,NA,Very nice & well arranged. I liked very much.,5,POSITIVE
4309,Google + HK HILL,V Aravind Ganesh,1/5/2015,,"A big shopping complex that is cashing on the brand ""krishna"", not a temple",1,NEGATIVE
4310,Trip Advisor,V J K,9/4/2016,A must visit temple in Bangalore,"The ISKCON temple is an iconic landmark in Bangalore, with an excellent temple, providing great food facilities and also supporting a lot of charity work.",4,POSITIVE
4311,Trip Advisor,V K Thakur,6/14/2017,NA,Feeling near to lord krishna,5,POSITIVE
4312,Google + HK HILL,VAggarwal1977,3/20/2015,HARE KRSNA HARE KRSNA KRSNA KRSNA HARE HARE HARE RAM HARE RAM RAM RAM HARE HARE,"Must visit...The sheer beauty of the dietys takes you to a different world..Just lose yourself in their mellowing eyes and forget ALL your worries, tensions and pains of this material world for ever. Do take the free prasaadam when returning and chant the Hare Krshna mahamantra with you for ever after...Hari Bol",5,POSITIVE
4313,Google + HK HILL,Vagmi Karthikeya Ganiga,4/3/2017,NA,Heaven on earth... No place can replace it. Loved so much,5,POSITIVE
4314,Google + HK HILL,vaibhav gundale,4/13/2015,N/A,1 dam musta aahe,5,POSITIVE
4315,Trip Advisor,vaibhav gupta,12/10/2015,,Awesome place,4,POSITIVE
4316,Google + HK HILL,Vaibhav Marathey,7/6/2017,NA,Very peaceful with a divine experience.,5,POSITIVE
4317,Trip Advisor,Vaibhav S,8/2/2017,Awesome place,Peaceful place in city life amazing architecture must visit place in Bangalore city .... evening lighting is good ...Prasad is very well prepared There is shopping mall in side it of bhagwan,5,POSITIVE
4318,Trip Advisor,Vaibhav Thatte,1/9/2017,NA,Best place to Relax in Bengaluru,5,POSITIVE
4319,Trip Advisor,Vaibhav_Agrawal_23,10/28/2015,A beautiful temple with excellent facilities.,"Temple is excellently built up with idols of deities situated in the step manner. Also the ambiance inside the temple is relaxing and soothing. There are various options available with regards to pooja, darshan, aarti etc with various prices. Also it houses one of the best restaurants of the city i.e. Govindas and along with that it provides various options to shop as well. http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r322535115-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#",4,POSITIVE
4320,Google + HK HILL,VaijuKhare,3/6/2017,Hare Krishna in the middle of chaos around,A remarkable place. The splendor & quiet of the main sanctum erases all the discomfort of reaching there.,4,POSITIVE
4321,Facebook,Vaisakh R,12/22/2016,Sunday trip,"Iskon provides a beautiful spiritual ambience in heart of bangalore city. I went with my parents and wife , both loved the place. Also sm nice fine dining option is available inside the temple premises.",4,POSITIVE
4322,Google + HK HILL,Valar mathi,5/17/2017,NA,It is a Krishna temple,5,POSITIVE
4323,Trip Advisor,Vamshi Dayala,4/26/2017,NA,Place where we get peace mind and can worship Lord Krishna directly. Good place and can spend hours in front of Lord Krishna. Beautiful Temple loved visiting it..... Hare Rama Hare Rama Rama Rama Hare hare... Hare Krishna Hare Krishna Krishna Krishna Hare Hare....,5,POSITIVE
4324,Facebook,vamsi dhara,6/11/2017,NA,Nice & peaceful place..,5,POSITIVE
4325,Trip Advisor,Vamsi N,2/24/2015,Absolute Peace of Mind,"You will receive absolute peace of mind when you visit ISKCON Temple with Sri Krishna chantings and devotional slokas. But if you are visiting on festive days, plan early to reach as there is Parking issues.",5,POSITIVE
4326,Trip Advisor,Vamsi Patnaik Kuppili,12/20/2016,NA,Devotional and peaceful.... Also a good business platform in the Name of krishna,4,NEUTRAL
4327,Trip Advisor,vandan1967,4/20/2017,The ISKCON Temple,"The ISKCON temple is beautiful and again a must visit. Spread over a vast area there is ample parking space and is quite well organised. The evening prayer and aarthi gives a sense of peace and is calming. There is also a community kitchen/ restaurant (not a restaurant in the real sense of the word) which serves various snacks and delicious typically South Indian delicacies. Everything is served in the name of ""Prasad''. A different and unique experience.",4,POSITIVE
4328,Facebook,vandana_upadhyay,11/7/2015,For the spiritual ones..,We went to Bangalore Iskcon with my husbands parents. It was quite a spiritual experience. The campus is very serene and clean. There is also a place to eat and have refreshments. Members of Iskcon also have accommodation facility inside the campus.,4,POSITIVE
4329,Google + HK HILL,Vanilla_Traveller,6/30/2015,Clean and nice :),The temple visit will be a memorable experience even if you are not much religious person. It's pretty well maintained with a nice architecture . Try to visit during the aarti time during evening. After your visit is over donot forget to check out the books /souvenir and food section .,4,POSITIVE
4330,Google + HK HILL,Vanishree KR,3/3/2017,NA,Bangalore is fortunate to have Krishna and Iskcon here. A divine retreat for all of us to be connected.. Kudos to Srila Prabhupad..Harekrishna,5,POSITIVE
4331,Google + HK HILL,Varadh Vi,2/17/2017,NA,Very devotional and anyone coming to Bangalore must go here once at least,5,POSITIVE
4332,Facebook,Varnaka C H,7/26/2017,NA,Very well maintained temple. Very calm soothing.,4,POSITIVE
4333,Facebook,Varun,3/7/2017,NA,One of the largest temple and nice view and arrangement,4,POSITIVE
4334,Facebook,Varun Jude,3/24/2015,,To much problem for Parking all ask for Money,1,NEGATIVE
4335,Google + HK HILL,Varun K Eswar,6/20/2015,,Amazing temple Amazing work Amazing place Amazing To all,5,POSITIVE
4336,Google + HK HILL,Varun M Harish,7/8/2015,,God is great,5,POSITIVE
4337,Trip Advisor,Varun Paliwal,7/1/2017,NA,Nice place to visit...specially Saturday and Sunday evening...iskcon conduct chariot of lord krishna,5,POSITIVE
4338,Facebook,varun v nair,7/12/2017,NA,Hare Krishna,5,POSITIVE
4339,Trip Advisor,varunrajpa89,6/30/2017,VISIT ONCE AND FEEL REFRESHED,Do visit the site to feel refreshed from all thoughts of your mind after chanting 108 times the mantra of Lord Krishna,5,POSITIVE
4340,Google + HK HILL,Vasanth Krishna,7/2/2017,NA,"Home sweet Home.. ""Heaven on Earth"" ISKCON bangalore has transformed my life in a very significant way and I feel very fortunate to have connected to this Heaven. * I see the most glorified souls who is always ready in uplifting others in this temple. * I see there is always a reason to smile and spreading the Love when I'm in the temple. * I see the wonderful divine activities which the temple is initiating and distributing it freely to Everyone. * I have no where seen how beautiful God can be untill I saw the beautiful Dive form of the lord in Iskcon temple Sri Sri Radha Krishna Chandra.. And all other deities in the temple. * The most palatable Pradadam (food) I have ever known and tasted is being served here. * Thanks to Folk Bangalore and All my Folk Friends. (Friends of Lord Krishna) Above all Iskcon Bangalore has shown me how to live a Happy life not just for this life but for Ever! And Ever.. All glories to His Divine Grace Srila Prabhupada. ..I Love Iskcon Temple..",5,POSITIVE
4341,Facebook,Vasanth Sai B,12/30/2016,ISKON-THE PLACE OF BELIEF AND JOY,ISKCON is really a wonderfull place to visit .Not only to the devotees of Lord Krishna it is a place of visit to every one as ISKCON is full of beautiful locations. If you are a devotee of Lord Krishna it looks like a paradise.,5,POSITIVE
4342,Facebook,Vasantha B Eshwaragere,7/15/2016,NA,Beautiful sky view. Best to get peace of mind,5,POSITIVE
4343,Trip Advisor,Vaskar Halder,1/17/2015,,The true guide for everyone who need to know the proper knowledge.,5,POSITIVE
4344,Trip Advisor,Vasu Arya,9/10/2016,NA,Every Sunday i went and i m so happy and i loved the way they are doing chanting and kirtan. i stay always till the Palki darshan and Arti.,5,POSITIVE
4345,Trip Advisor,Vasubhai,5/22/2017,Evening,"My friend from the UK and I visited this marvelous temple ( it was one of the attractions - a must visit in his itinerary) earlier this month. He was so impressed with whatever he saw! He was just bowled over!! The Prasadam - he couldn't enjoy as it slipped out of his hand as he couldn't eat with hands!! No spoons!! He was not complaining!! We didn't find any easy exit- we had to go through the entire length of the pathway! Or was there Any easy exist, we wouldn't know! All in all it's a wonderful experience!",4,POSITIVE
4346,Google + HK HILL,Vasudev A,7/3/2015,Nice place for a half day tour,It is maintained well and clean place. Connected well in terms of transport. Good 1/2 day weekend destination.,3,POSITIVE
4347,Facebook,VasudevGS,1/20/2014,Krishna's Abode,"ISKCON Temples across the country are renowned for their awe inspiring beauty and this one at Bangalore is no different. A bit difficult to access for the senior citizens due to its many stairs and steep climb. But once you are at the top, the beauty of the place just sways you away. Wonderful place for religious people and for all other who desire some time of inner peace, away from the noise of the city.",4,POSITIVE
4348,Google + HK HILL,vasudha mallikondla,12/14/2014,,Excellent infrastructure... Best temple I have ever seen...Hare Krishna,5,POSITIVE
4349,Trip Advisor,Ved Prakash Giri,12/30/2016,NA,"I really had a very bad experience on 13th Dec 2016 when visited along with my family.... A staff named BISWAJEET at Prasadam stall was proudly passes vulgar comments for each and every female passing by in Bengali. When I questioned him regarding his act he started abusing me instead. When I went to complain against this guy, I was routed to a feedback machine.... I shared my experience at the ISKCON, BANGALORE CAMPUS. Not very such if the management has taken any action against BISWAJEET....",1,NEGATIVE
4350,Trip Advisor,Vedvrat singh parihar,4/4/2017,NA,systematic treatment.....so that believers can totally indulge into their worship.....clean and beautiful place.,5,POSITIVE
4351,Google + HK HILL,veegee2,2/18/2015,Impressive,Beautiful temple with amazing architecture and attention to detail. Was very original in its design with little annex rooms scattered around. Emanates very positive energy. Worth a visit!,5,POSITIVE
4352,Facebook,Veejo_Mumbai,5/27/2015,Divine place,"The time taken to reach this place after long queues is well worth it. Once you enter inside, the experience is great. the chanting of bhajans and the music simply lifts your soul. Great place for buying merchandise.",5,POSITIVE
4353,Google + HK HILL,Veena M,10/19/2016,NA,Must visit if you are a devotee of lord Krishna. Decent place to hang out with friends and family.,5,POSITIVE
4354,Google + HK HILL,Veena Munishamappa,6/17/2017,NA,So satisfying to sit and meditate at peace inside the temple. Good maintenance. Must visit place in bangalore.,5,POSITIVE
4355,Facebook,Veerabhadrappa Basavarajappa,4/2/2017,NA,Nice,5,POSITIVE
4356,Facebook,veeramallu achari,1/22/2017,NA,Spiritual.. Best place for Meditation..,5,POSITIVE
4357,Trip Advisor,Velayudham Parabaran,5/23/2016,Subject,Visited in April 2016 and had very good darshan and excellent time,5,POSITIVE
4358,Google + HK HILL,Vengatesh P,6/2/2017,NA,Feels good,4,POSITIVE
4359,Facebook,Venkat G,12/1/2016,Serene place to visit,"This temple is beautiful. The only issue is with the stalls selling books and merchandise. The moment you exit the sanctum sanctorum, you are assailed by those stalls. It is also a safety risk in my view as it makes the exit very crowded and leads to a lot of pushing and shoving. Moreover , there are 2 dedicated floors for shopping and a full fleged food court. Hence it would be better if they dismantled the stalls near the immediate exit of the mail temple.",4,NEUTRAL
4360,Trip Advisor,Venkat Ramireddy,7/20/2016,NA,One of the best spiritual place.,1,POSITIVE
4361,Trip Advisor,Venkata Ramana,4/5/2015,N/A,It's wonderful temple.it's providing food facilities to many school childrens.it. encourag cultural activitys.,4,POSITIVE
4362,Trip Advisor,Venkatesh B,2/14/2017,Hare Krishna!,"Neat place. Crowded at times. Too crowded sometimes! But, a different type of a temple to visit. Super!",4,POSITIVE
4363,Trip Advisor,Venkatesh S,7/25/2016,Shri Krishna Darshana,It is good and serenity visit place is very nice the feeling is divine the crowd is decent when you enter in you feel not to come out,4,POSITIVE
4364,Trip Advisor,Venkatesh6660,3/11/2016,Hare Krishna Hare Ram,A nice place to visit with families. A serene and clean place. Had goid and sumptuous food. Plenty of varieties of food for connoisseurs.,5,POSITIVE
4365,Trip Advisor,Venkateswar,2/11/2017,Spirituality at the best,Very well organised complex. Housekeeping is excellent. We bought special Darshana for the family @ 300/=. This made us to cut the queue and near access to the god. This also enabled Prasadam and concession on books . Bought Bhagavadgeeta . The organic food items by their in house dairy are excellent. The eggless backers items which are offered to god are available on sale. The main temple architecture is very good and we had a peaceful time during our visit Less,5,POSITIVE
4366,Trip Advisor,Venkatraman L,2/18/2015,ISKCON - Peaceful amidst the din,Excellent Location for a temple and full marks for having maintained the sanctum well. Very peaceful and gives one time to self-reflect. Love the atmosphere here.,5,POSITIVE
4367,Trip Advisor,Venkatramana Salesforce Developer,6/19/2017,NA,"Heaven/Brindavan In Bangalore is ISKCON. Hare Rama Hare Rama,Rama Rama Hare Hare. Hare Krishna Hare Krishna,Krishna Krishna Hare Hare.",5,POSITIVE
4368,Trip Advisor,Venki V,11/6/2014,Lord Krishna is the idol of iskon,"Hello guys , Iskcon its giving daily to devotees for Darshan. Iskcon includes all gods in one place and also their selling devotional books, photos and many more. Iskcon timings for Darshan 4.15 am to 8.15 pm. So kindly visit the before timings. Iskcon group is helping for poor students. And supply food to schools its like Anna dasoha program is organised by iskcon temple.",5,POSITIVE
4369,Google + HK HILL,venki2154,12/19/2016,Most calm and peaceful temple,"This place is very calm and peaceful place. Well planned temple. Please visit temple evening time, it will very nice.",5,POSITIVE
4370,Trip Advisor,Venktesh M,8/8/2017,Search of Peace- Go to ISKCON,"A well maintained,clean,calm place to visit.Being there you feel very different and relaxed.Crowd management is also very good.Eateries are too good.Many more things to explore there so in short a very nice place to visit with Family & Friends.",5,POSITIVE
4371,Trip Advisor,venky prasad,12/19/2016,NA,Midday meals for govt schools kids,5,POSITIVE
4372,Trip Advisor,Venky_Venki,6/13/2016,Place of PEACE.,Nice place to have peaceful time with everyone. Before visiting place please review timings in the google. Have a peace and fun,5,POSITIVE
4373,Trip Advisor,Venugopal K,6/16/2017,Great Place to visit,"Great view of Bangalore city from this hill. Environment in the temple makes your senses quiet and calm. Chanting ""hare rama..."" for 108 times on the steps is a great experience. don't miss it. Idols of gods are decorated in a pleasing manner. Your eyes get satisfied. Allot at least 2-3 hours of time , if you are visiting for first time. You can buy prasadam (food) in the temple , many many varieties are available. It is not a problem even if you visit with small kids. ISKCON has done their part very well to benefit busy citizens of Bangalore. It is your turn to make use of it.",5,POSITIVE
4374,Trip Advisor,venuscindia,7/5/2014,Purely Commercial - NO NO,"This place is of no special consideration, everything is purely commercial and money minded. no spritual value.. just farce Visited July 2014",1,NEGATIVE
4375,Trip Advisor,vgupta2512,2/7/2015,Holy Place,The place is the temple of Lord Krishna and is very big. You must visit this temple and also try of you can have the food in the mess next to the guest house.,5,POSITIVE
4376,Facebook,VibhoreJ,8/17/2015,?Over rated?,"For some reason everyone wants to go to this place. If someone is devotee, I can understand that he/she will love the place but from tourist point of view it is not worth going.",1,NEGATIVE
4377,Trip Advisor,VIBHUTIDelhi,3/25/2016,VERY GOOD,We visited there. every thing was smoothly organised. Best thing was special darshan tkt facility. Taste of food at restaurant canteen were very good. You must visit here during your stay.,5,POSITIVE
4378,Trip Advisor,Viboo Selvam,3/30/2015,,Hare krishna,5,POSITIVE
4379,Trip Advisor,Vickie S,11/15/2014,Stunning,I've never seen or experienced anything like it! Amazing. It is one of the most beautiful temples I've ever seen.,5,POSITIVE
4380,Trip Advisor,vickrum88,6/27/2015,Transformation,"When you want to get away for a few hours from the busy life and busier traffic of Bengaluru, ISKCON is a beautiful place to go. It is not like any other temple. This temple provides you with fresh cool air and peace to that extent that your soul will be transformed and you will be energetic. Access is easy to this place as it located well within the city.",4,POSITIVE
